Year,Sector,Sex,Age group,Labour force value
2015,Agriculture & forestry,Both sexes,25 to 54 years,29.0
2015,Agriculture & forestry,Both sexes,55 years and over,22.2
2015,Agriculture & forestry,Females,15 to 24 years,4.7
2015,Agriculture & forestry,Females,15 years and over,18.4
2015,Agriculture & forestry,Females,25 to 54 years,8.2
2015,Agriculture & forestry,Females,55 years and over,5.6
2015,Agriculture & forestry,Males,15 to 24 years,8.0
2015,Agriculture & forestry,Males,15 years and over,46.3
2015,Agriculture & forestry,Males,25 to 54 years,18.8
2015,Agriculture & forestry,Males,55 years and over,16.7
2015,Business & professional services,Both sexes,15 to 24 years,134.6
2015,Business & professional services,Both sexes,15 years and over,730.1
2015,Business & professional services,Both sexes,25 to 54 years,469.7
2015,Business & professional services,Both sexes,55 years and over,125.7
2015,Business & professional services,Females,15 to 24 years,73.3
2015,Business & professional services,Females,15 years and over,364.7
2015,Business & professional services,Females,25 to 54 years,234.1
2015,Business & professional services,Females,55 years and over,57.2
2015,Business & professional services,Males,15 to 24 years,61.400000000000006
2015,Business & professional services,Males,15 years and over,365.4
2015,Business & professional services,Males,25 to 54 years,235.5
2015,Business & professional services,Males,55 years and over,68.6
2015,Construction & construction trades,Both sexes,15 to 24 years,41.4
2015,Construction & construction trades,Both sexes,15 years and over,271.9
2015,Construction & construction trades,Both sexes,25 to 54 years,192.6
2015,Construction & construction trades,Both sexes,55 years and over,37.9
2015,Construction & construction trades,Females,15 to 24 years,4.4
2015,Construction & construction trades,Females,15 years and over,38.9
2015,Construction & construction trades,Females,25 to 54 years,29.0
2015,Construction & construction trades,Females,55 years and over,5.5
2015,Construction & construction trades,Males,15 to 24 years,37.1
2015,Construction & construction trades,Males,15 years and over,233.1
2015,Construction & construction trades,Males,25 to 54 years,163.6
2015,Construction & construction trades,Males,55 years and over,32.4
2015,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,12.2
2015,"Manufacturing, packaging & processing",Both sexes,15 years and over,150.0
2015,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,110.4
2015,"Manufacturing, packaging & processing",Both sexes,55 years and over,27.4
2015,"Manufacturing, packaging & processing",Females,15 to 24 years,3.7
2015,"Manufacturing, packaging & processing",Females,15 years and over,38.6
2015,"Manufacturing, packaging & processing",Females,25 to 54 years,28.0
2015,"Manufacturing, packaging & processing",Females,55 years and over,7.0
2015,"Manufacturing, packaging & processing",Males,15 to 24 years,8.6
2015,"Manufacturing, packaging & processing",Males,15 years and over,111.4
2015,"Manufacturing, packaging & processing",Males,25 to 54 years,82.4
2015,"Manufacturing, packaging & processing",Males,55 years and over,20.4
2015,Mining & petroleum development,Both sexes,15 to 24 years,14.6
2015,Mining & petroleum development,Both sexes,15 years and over,164.8
2015,Mining & petroleum development,Both sexes,25 to 54 years,123.0
2015,Mining & petroleum development,Both sexes,55 years and over,27.2
2015,Mining & petroleum development,Females,15 to 24 years,2.2
2015,Mining & petroleum development,Females,15 years and over,40.4
2015,Mining & petroleum development,Females,25 to 54 years,31.0
2015,Mining & petroleum development,Females,55 years and over,7.2
2015,Mining & petroleum development,Males,15 to 24 years,12.4
2015,Mining & petroleum development,Males,15 years and over,124.4
2015,Mining & petroleum development,Males,25 to 54 years,92.0
2015,Mining & petroleum development,Males,55 years and over,20.0
2015,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,41.4
2015,"Provincial & municipal government, education & health",Both sexes,15 years and over,501.9
2015,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,355.6
2015,"Provincial & municipal government, education & health",Both sexes,55 years and over,105.0
2015,"Provincial & municipal government, education & health",Females,15 to 24 years,29.3
2015,"Provincial & municipal government, education & health",Females,15 years and over,367.4
2015,"Provincial & municipal government, education & health",Females,25 to 54 years,264.1
2015,"Provincial & municipal government, education & health",Females,55 years and over,73.8
2015,"Provincial & municipal government, education & health",Males,15 to 24 years,12.0
2015,"Provincial & municipal government, education & health",Males,15 years and over,134.5
2015,"Provincial & municipal government, education & health",Males,25 to 54 years,91.39999999999999
2015,"Provincial & municipal government, education & health",Males,55 years and over,30.9
2015,"Transportation, communication & utilities",Both sexes,15 to 24 years,11.1
2015,"Transportation, communication & utilities",Both sexes,15 years and over,156.8
2015,"Transportation, communication & utilities",Both sexes,25 to 54 years,109.69999999999999
2015,"Transportation, communication & utilities",Both sexes,55 years and over,35.900000000000006
2015,"Transportation, communication & utilities",Females,15 to 24 years,2.6
2015,"Transportation, communication & utilities",Females,15 years and over,42.8
2015,"Transportation, communication & utilities",Females,25 to 54 years,31.5
2015,"Transportation, communication & utilities",Females,55 years and over,7.4
2015,"Transportation, communication & utilities",Males,15 to 24 years,7.0
2015,"Transportation, communication & utilities",Males,15 years and over,114.0
2015,"Transportation, communication & utilities",Males,25 to 54 years,78.2
2015,"Transportation, communication & utilities",Males,55 years and over,28.1
2015,Wholesale and retail,Both sexes,15 to 24 years,78.4
2015,Wholesale and retail,Both sexes,15 years and over,333.7
2015,Wholesale and retail,Both sexes,25 to 54 years,197.0
2015,Wholesale and retail,Both sexes,55 years and over,58.3
2015,Wholesale and retail,Females,15 to 24 years,41.2
2015,Wholesale and retail,Females,15 years and over,161.6
2015,Wholesale and retail,Females,25 to 54 years,93.8
2015,Wholesale and retail,Females,55 years and over,26.6
2015,Wholesale and retail,Males,15 to 24 years,37.2
2015,Wholesale and retail,Males,15 years and over,172.1
2015,Wholesale and retail,Males,25 to 54 years,103.2
2015,Wholesale and retail,Males,55 years and over,31.7
2016,Agriculture & forestry,Both sexes,15 to 24 years,7.1
2016,Agriculture & forestry,Both sexes,15 years and over,55.9
2016,Agriculture & forestry,Both sexes,25 to 54 years,25.6
2016,Agriculture & forestry,Both sexes,55 years and over,21.1
2016,Agriculture & forestry,Females,15 to 24 years,0.0
2016,Agriculture & forestry,Females,15 years and over,12.5
2016,Agriculture & forestry,Females,25 to 54 years,5.9
2016,Agriculture & forestry,Females,55 years and over,5.4
2016,Agriculture & forestry,Males,15 to 24 years,5.9
2016,Agriculture & forestry,Males,15 years and over,42.5
2016,Agriculture & forestry,Males,25 to 54 years,19.299999999999997
2016,Agriculture & forestry,Males,55 years and over,15.7
2016,Business & professional services,Both sexes,15 to 24 years,136.39999999999998
2016,Business & professional services,Both sexes,15 years and over,738.3
2016,Business & professional services,Both sexes,25 to 54 years,472.2
2016,Business & professional services,Both sexes,55 years and over,129.70000000000002
2016,Business & professional services,Females,15 to 24 years,71.4
2016,Business & professional services,Females,15 years and over,367.4
2016,Business & professional services,Females,25 to 54 years,235.8
2016,Business & professional services,Females,55 years and over,60.2
2016,Business & professional services,Males,15 to 24 years,65.2
2016,Business & professional services,Males,15 years and over,371.0
2016,Business & professional services,Males,25 to 54 years,236.3
2016,Business & professional services,Males,55 years and over,69.6
2016,Construction & construction trades,Both sexes,15 to 24 years,33.1
2016,Construction & construction trades,Both sexes,15 years and over,265.1
2016,Construction & construction trades,Both sexes,25 to 54 years,189.6
2016,Construction & construction trades,Both sexes,55 years and over,42.5
2016,Construction & construction trades,Females,15 to 24 years,3.3
2016,Construction & construction trades,Females,15 years and over,34.0
2016,Construction & construction trades,Females,25 to 54 years,24.3
2016,Construction & construction trades,Females,55 years and over,6.3
2016,Construction & construction trades,Males,15 to 24 years,29.7
2016,Construction & construction trades,Males,15 years and over,231.2
2016,Construction & construction trades,Males,25 to 54 years,165.3
2016,Construction & construction trades,Males,55 years and over,36.1
2016,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,10.1
2016,"Manufacturing, packaging & processing",Both sexes,15 years and over,127.5
2016,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,93.6
2016,"Manufacturing, packaging & processing",Both sexes,55 years and over,23.8
2016,"Manufacturing, packaging & processing",Females,15 to 24 years,2.3
2016,"Manufacturing, packaging & processing",Females,15 years and over,31.9
2016,"Manufacturing, packaging & processing",Females,25 to 54 years,23.3
2016,"Manufacturing, packaging & processing",Females,55 years and over,6.2
2016,"Manufacturing, packaging & processing",Males,15 to 24 years,7.8
2016,"Manufacturing, packaging & processing",Males,15 years and over,95.7
2016,"Manufacturing, packaging & processing",Males,25 to 54 years,70.3
2016,"Manufacturing, packaging & processing",Males,55 years and over,17.6
2016,Mining & petroleum development,Both sexes,15 to 24 years,7.4
2016,Mining & petroleum development,Both sexes,15 years and over,147.6
2016,Mining & petroleum development,Both sexes,25 to 54 years,119.2
2016,Mining & petroleum development,Both sexes,55 years and over,21.1
2016,Mining & petroleum development,Females,15 to 24 years,0.0
2016,Mining & petroleum development,Females,15 years and over,35.5
2016,Mining & petroleum development,Females,25 to 54 years,29.5
2016,Mining & petroleum development,Females,55 years and over,4.5
2016,Mining & petroleum development,Males,15 to 24 years,6.0
2016,Mining & petroleum development,Males,15 years and over,112.2
2016,Mining & petroleum development,Males,25 to 54 years,89.6
2016,Mining & petroleum development,Males,55 years and over,16.5
2016,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,40.9
2016,"Provincial & municipal government, education & health",Both sexes,15 years and over,505.1
2016,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,367.4
2016,"Provincial & municipal government, education & health",Both sexes,55 years and over,96.8
2016,"Provincial & municipal government, education & health",Females,15 to 24 years,30.2
2016,"Provincial & municipal government, education & health",Females,15 years and over,372.1
2016,"Provincial & municipal government, education & health",Females,25 to 54 years,271.3
2016,"Provincial & municipal government, education & health",Females,55 years and over,70.6
2016,"Provincial & municipal government, education & health",Males,15 to 24 years,10.8
2016,"Provincial & municipal government, education & health",Males,15 years and over,133.1
2016,"Provincial & municipal government, education & health",Males,25 to 54 years,96.1
2016,"Provincial & municipal government, education & health",Males,55 years and over,26.1
2016,"Transportation, communication & utilities",Both sexes,15 to 24 years,13.1
2016,"Transportation, communication & utilities",Both sexes,15 years and over,156.4
2016,"Transportation, communication & utilities",Both sexes,25 to 54 years,108.8
2016,"Transportation, communication & utilities",Both sexes,55 years and over,34.6
2016,"Transportation, communication & utilities",Females,15 to 24 years,2.8
2016,"Transportation, communication & utilities",Females,15 years and over,38.4
2016,"Transportation, communication & utilities",Females,25 to 54 years,28.5
2016,"Transportation, communication & utilities",Females,55 years and over,5.7
2016,"Transportation, communication & utilities",Males,15 to 24 years,8.7
2016,"Transportation, communication & utilities",Males,15 years and over,118.0
2016,"Transportation, communication & utilities",Males,25 to 54 years,80.3
2016,"Transportation, communication & utilities",Males,55 years and over,27.900000000000002
2016,Wholesale and retail,Both sexes,15 to 24 years,83.9
2016,Wholesale and retail,Both sexes,15 years and over,343.9
2016,Wholesale and retail,Both sexes,25 to 54 years,196.2
2016,Wholesale and retail,Both sexes,55 years and over,63.8
2016,Wholesale and retail,Females,15 to 24 years,42.1
2016,Wholesale and retail,Females,15 years and over,166.4
2016,Wholesale and retail,Females,25 to 54 years,94.5
2016,Wholesale and retail,Females,55 years and over,29.9
2016,Wholesale and retail,Males,15 to 24 years,41.8
2016,Wholesale and retail,Males,15 years and over,177.4
2016,Wholesale and retail,Males,25 to 54 years,101.7
2016,Wholesale and retail,Males,55 years and over,33.9
2017,Agriculture & forestry,Both sexes,15 to 24 years,9.3
2017,Agriculture & forestry,Both sexes,15 years and over,57.4
2017,Agriculture & forestry,Both sexes,25 to 54 years,27.400000000000002
2017,Agriculture & forestry,Both sexes,55 years and over,19.4
2017,Agriculture & forestry,Females,15 to 24 years,2.0
2017,Agriculture & forestry,Females,15 years and over,15.1
2017,Agriculture & forestry,Females,25 to 54 years,7.5
2017,Agriculture & forestry,Females,55 years and over,5.6
2017,Agriculture & forestry,Males,15 to 24 years,7.3
2017,Agriculture & forestry,Males,15 years and over,41.1
2017,Agriculture & forestry,Males,25 to 54 years,18.8
2017,Agriculture & forestry,Males,55 years and over,13.8
2017,Business & professional services,Both sexes,15 to 24 years,136.3
2017,Business & professional services,Both sexes,15 years and over,730.5
2017,Business & professional services,Both sexes,25 to 54 years,464.5
2017,Business & professional services,Both sexes,55 years and over,129.7
2017,Business & professional services,Females,15 to 24 years,70.89999999999999
2017,Business & professional services,Females,15 years and over,375.1
2017,Business & professional services,Females,25 to 54 years,242.2
2017,Business & professional services,Females,55 years and over,62.0
2017,Business & professional services,Males,15 to 24 years,65.5
2017,Business & professional services,Males,15 years and over,355.3
2017,Business & professional services,Males,25 to 54 years,222.2
2017,Business & professional services,Males,55 years and over,67.7
2017,Construction & construction trades,Both sexes,15 to 24 years,30.1
2017,Construction & construction trades,Both sexes,15 years and over,256.6
2017,Construction & construction trades,Both sexes,25 to 54 years,183.6
2017,Construction & construction trades,Both sexes,55 years and over,43.0
2017,Construction & construction trades,Females,15 to 24 years,3.9
2017,Construction & construction trades,Females,15 years and over,35.8
2017,Construction & construction trades,Females,25 to 54 years,25.2
2017,Construction & construction trades,Females,55 years and over,6.6
2017,Construction & construction trades,Males,15 to 24 years,26.1
2017,Construction & construction trades,Males,15 years and over,220.8
2017,Construction & construction trades,Males,25 to 54 years,158.4
2017,Construction & construction trades,Males,55 years and over,36.3
2017,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,10.6
2017,"Manufacturing, packaging & processing",Both sexes,15 years and over,126.6
2017,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,91.7
2017,"Manufacturing, packaging & processing",Both sexes,55 years and over,24.3
2017,"Manufacturing, packaging & processing",Females,15 to 24 years,2.4
2017,"Manufacturing, packaging & processing",Females,15 years and over,30.1
2017,"Manufacturing, packaging & processing",Females,25 to 54 years,21.7
2017,"Manufacturing, packaging & processing",Females,55 years and over,6.1
2017,"Manufacturing, packaging & processing",Males,15 to 24 years,8.3
2017,"Manufacturing, packaging & processing",Males,15 years and over,96.5
2017,"Manufacturing, packaging & processing",Males,25 to 54 years,70.0
2017,"Manufacturing, packaging & processing",Males,55 years and over,18.2
2017,Mining & petroleum development,Both sexes,15 to 24 years,8.5
2017,Mining & petroleum development,Both sexes,15 years and over,140.4
2017,Mining & petroleum development,Both sexes,25 to 54 years,108.6
2017,Mining & petroleum development,Both sexes,55 years and over,23.3
2017,Mining & petroleum development,Females,15 to 24 years,0.0
2017,Mining & petroleum development,Females,15 years and over,30.9
2017,Mining & petroleum development,Females,25 to 54 years,25.9
2017,Mining & petroleum development,Females,55 years and over,3.8
2017,Mining & petroleum development,Males,15 to 24 years,7.4
2017,Mining & petroleum development,Males,15 years and over,109.5
2017,Mining & petroleum development,Males,25 to 54 years,82.7
2017,Mining & petroleum development,Males,55 years and over,19.5
2017,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,36.7
2017,"Provincial & municipal government, education & health",Both sexes,15 years and over,519.2
2017,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,380.4
2017,"Provincial & municipal government, education & health",Both sexes,55 years and over,102.10000000000001
2017,"Provincial & municipal government, education & health",Females,15 to 24 years,26.7
2017,"Provincial & municipal government, education & health",Females,15 years and over,377.8
2017,"Provincial & municipal government, education & health",Females,25 to 54 years,279.9
2017,"Provincial & municipal government, education & health",Females,55 years and over,71.1
2017,"Provincial & municipal government, education & health",Males,15 to 24 years,10.0
2017,"Provincial & municipal government, education & health",Males,15 years and over,141.4
2017,"Provincial & municipal government, education & health",Males,25 to 54 years,100.4
2017,"Provincial & municipal government, education & health",Males,55 years and over,31.1
2017,"Transportation, communication & utilities",Both sexes,15 to 24 years,9.0
2017,"Transportation, communication & utilities",Both sexes,15 years and over,159.6
2017,"Transportation, communication & utilities",Both sexes,25 to 54 years,116.3
2017,"Transportation, communication & utilities",Both sexes,55 years and over,33.9
2017,"Transportation, communication & utilities",Females,15 to 24 years,2.6
2017,"Transportation, communication & utilities",Females,15 years and over,37.2
2017,"Transportation, communication & utilities",Females,25 to 54 years,29.0
2017,"Transportation, communication & utilities",Females,55 years and over,4.1
2017,"Transportation, communication & utilities",Males,15 to 24 years,6.4
2017,"Transportation, communication & utilities",Males,15 years and over,122.5
2017,"Transportation, communication & utilities",Males,25 to 54 years,87.30000000000001
2017,"Transportation, communication & utilities",Males,55 years and over,28.6
2017,Wholesale and retail,Both sexes,15 to 24 years,83.3
2017,Wholesale and retail,Both sexes,15 years and over,352.2
2017,Wholesale and retail,Both sexes,25 to 54 years,199.9
2017,Wholesale and retail,Both sexes,55 years and over,69.0
2017,Wholesale and retail,Females,15 to 24 years,45.3
2017,Wholesale and retail,Females,15 years and over,164.8
2017,Wholesale and retail,Females,25 to 54 years,88.1
2017,Wholesale and retail,Females,55 years and over,31.4
2017,Wholesale and retail,Males,15 to 24 years,38.0
2017,Wholesale and retail,Males,15 years and over,187.4
2017,Wholesale and retail,Males,25 to 54 years,111.8
2017,Wholesale and retail,Males,55 years and over,37.6
2018,Agriculture & forestry,Both sexes,15 to 24 years,9.1
2018,Agriculture & forestry,Both sexes,15 years and over,59.8
2018,Agriculture & forestry,Both sexes,25 to 54 years,25.5
2018,Agriculture & forestry,Both sexes,55 years and over,23.1
2018,Agriculture & forestry,Females,15 to 24 years,2.2
2018,Agriculture & forestry,Females,15 years and over,14.2
2018,Agriculture & forestry,Females,25 to 54 years,5.5
2018,Agriculture & forestry,Females,55 years and over,6.5
2018,Agriculture & forestry,Males,15 to 24 years,6.9
2018,Agriculture & forestry,Males,15 years and over,44.3
2018,Agriculture & forestry,Males,25 to 54 years,19.5
2018,Agriculture & forestry,Males,55 years and over,16.6
2018,Business & professional services,Both sexes,15 to 24 years,128.9
2018,Business & professional services,Both sexes,15 years and over,723.5
2018,Business & professional services,Both sexes,25 to 54 years,459.5
2018,Business & professional services,Both sexes,55 years and over,135.3
2018,Business & professional services,Females,15 to 24 years,68.5
2018,Business & professional services,Females,15 years and over,366.4
2018,Business & professional services,Females,25 to 54 years,233.2
2018,Business & professional services,Females,55 years and over,64.7
2018,Business & professional services,Males,15 to 24 years,60.3
2018,Business & professional services,Males,15 years and over,357.0
2018,Business & professional services,Males,25 to 54 years,226.3
2018,Business & professional services,Males,55 years and over,70.6
2018,Construction & construction trades,Both sexes,15 to 24 years,30.1
2018,Construction & construction trades,Both sexes,15 years and over,254.5
2018,Construction & construction trades,Both sexes,25 to 54 years,181.2
2018,Construction & construction trades,Both sexes,55 years and over,43.1
2018,Construction & construction trades,Females,15 to 24 years,2.8
2018,Construction & construction trades,Females,15 years and over,38.9
2018,Construction & construction trades,Females,25 to 54 years,30.5
2018,Construction & construction trades,Females,55 years and over,5.7
2018,Construction & construction trades,Males,15 to 24 years,27.3
2018,Construction & construction trades,Males,15 years and over,215.5
2018,Construction & construction trades,Males,25 to 54 years,150.8
2018,Construction & construction trades,Males,55 years and over,37.5
2018,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,13.7
2018,"Manufacturing, packaging & processing",Both sexes,15 years and over,138.1
2018,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,94.9
2018,"Manufacturing, packaging & processing",Both sexes,55 years and over,29.6
2018,"Manufacturing, packaging & processing",Females,15 to 24 years,1.7
2018,"Manufacturing, packaging & processing",Females,15 years and over,35.0
2018,"Manufacturing, packaging & processing",Females,25 to 54 years,25.7
2018,"Manufacturing, packaging & processing",Females,55 years and over,7.6
2018,"Manufacturing, packaging & processing",Males,15 to 24 years,12.1
2018,"Manufacturing, packaging & processing",Males,15 years and over,103.1
2018,"Manufacturing, packaging & processing",Males,25 to 54 years,69.1
2018,"Manufacturing, packaging & processing",Males,55 years and over,21.9
2018,Mining & petroleum development,Both sexes,15 to 24 years,9.4
2018,Mining & petroleum development,Both sexes,15 years and over,148.7
2018,Mining & petroleum development,Both sexes,25 to 54 years,117.5
2018,Mining & petroleum development,Both sexes,55 years and over,21.8
2018,Mining & petroleum development,Females,15 to 24 years,0.0
2018,Mining & petroleum development,Females,15 years and over,32.2
2018,Mining & petroleum development,Females,25 to 54 years,26.6
2018,Mining & petroleum development,Females,55 years and over,4.3
2018,Mining & petroleum development,Males,15 to 24 years,8.1
2018,Mining & petroleum development,Males,15 years and over,116.5
2018,Mining & petroleum development,Males,25 to 54 years,90.9
2018,Mining & petroleum development,Males,55 years and over,17.5
2018,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,39.4
2018,"Provincial & municipal government, education & health",Both sexes,15 years and over,540.0
2018,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,399.1
2018,"Provincial & municipal government, education & health",Both sexes,55 years and over,101.4
2018,"Provincial & municipal government, education & health",Females,15 to 24 years,30.799999999999997
2018,"Provincial & municipal government, education & health",Females,15 years and over,393.6
2018,"Provincial & municipal government, education & health",Females,25 to 54 years,289.0
2018,"Provincial & municipal government, education & health",Females,55 years and over,73.8
2018,"Provincial & municipal government, education & health",Males,15 to 24 years,8.7
2018,"Provincial & municipal government, education & health",Males,15 years and over,146.4
2018,"Provincial & municipal government, education & health",Males,25 to 54 years,110.1
2018,"Provincial & municipal government, education & health",Males,55 years and over,27.6
2018,"Transportation, communication & utilities",Both sexes,15 to 24 years,8.9
2018,"Transportation, communication & utilities",Both sexes,15 years and over,163.0
2018,"Transportation, communication & utilities",Both sexes,25 to 54 years,114.4
2018,"Transportation, communication & utilities",Both sexes,55 years and over,38.6
2018,"Transportation, communication & utilities",Females,15 to 24 years,3.3
2018,"Transportation, communication & utilities",Females,15 years and over,44.6
2018,"Transportation, communication & utilities",Females,25 to 54 years,32.3
2018,"Transportation, communication & utilities",Females,55 years and over,7.7
2018,"Transportation, communication & utilities",Males,15 to 24 years,5.6
2018,"Transportation, communication & utilities",Males,15 years and over,118.5
2018,"Transportation, communication & utilities",Males,25 to 54 years,82.1
2018,"Transportation, communication & utilities",Males,55 years and over,29.8
2018,Wholesale and retail,Both sexes,15 to 24 years,78.4
2018,Wholesale and retail,Both sexes,15 years and over,350.2
2018,Wholesale and retail,Both sexes,25 to 54 years,202.8
2018,Wholesale and retail,Both sexes,55 years and over,69.0
2018,Wholesale and retail,Females,15 to 24 years,40.8
2018,Wholesale and retail,Females,15 years and over,164.9
2018,Wholesale and retail,Females,25 to 54 years,94.2
2018,Wholesale and retail,Females,55 years and over,29.9
2018,Wholesale and retail,Males,15 to 24 years,37.6
2018,Wholesale and retail,Males,15 years and over,185.3
2018,Wholesale and retail,Males,25 to 54 years,108.6
2018,Wholesale and retail,Males,55 years and over,39.1
2019,Agriculture & forestry,Both sexes,15 to 24 years,10.1
2019,Agriculture & forestry,Both sexes,15 years and over,60.800000000000004
2019,Agriculture & forestry,Both sexes,25 to 54 years,26.5
2019,Agriculture & forestry,Both sexes,55 years and over,23.2
2019,Agriculture & forestry,Females,15 to 24 years,2.2
2019,Agriculture & forestry,Females,15 years and over,16.1
2019,Agriculture & forestry,Females,25 to 54 years,7.1
2019,Agriculture & forestry,Females,55 years and over,6.9
2019,Agriculture & forestry,Males,15 to 24 years,8.0
2019,Agriculture & forestry,Males,15 years and over,43.5
2019,Agriculture & forestry,Males,25 to 54 years,18.5
2019,Agriculture & forestry,Males,55 years and over,16.3
2019,Business & professional services,Both sexes,15 to 24 years,126.7
2019,Business & professional services,Both sexes,15 years and over,720.6
2019,Business & professional services,Both sexes,25 to 54 years,457.4
2019,Business & professional services,Both sexes,55 years and over,136.3
2019,Business & professional services,Females,15 to 24 years,68.9
2019,Business & professional services,Females,15 years and over,361.9
2019,Business & professional services,Females,25 to 54 years,228.5
2019,Business & professional services,Females,55 years and over,64.3
2019,Business & professional services,Males,15 to 24 years,57.699999999999996
2019,Business & professional services,Males,15 years and over,358.8
2019,Business & professional services,Males,25 to 54 years,228.9
2019,Business & professional services,Males,55 years and over,72.3
2019,Construction & construction trades,Both sexes,15 to 24 years,26.7
2019,Construction & construction trades,Both sexes,15 years and over,255.9
2019,Construction & construction trades,Both sexes,25 to 54 years,187.0
2019,Construction & construction trades,Both sexes,55 years and over,42.3
2019,Construction & construction trades,Females,15 to 24 years,3.7
2019,Construction & construction trades,Females,15 years and over,40.3
2019,Construction & construction trades,Females,25 to 54 years,30.6
2019,Construction & construction trades,Females,55 years and over,5.9
2019,Construction & construction trades,Males,15 to 24 years,22.9
2019,Construction & construction trades,Males,15 years and over,215.6
2019,Construction & construction trades,Males,25 to 54 years,156.4
2019,Construction & construction trades,Males,55 years and over,36.3
2019,"Manufacturing, packaging & processing",Both sexes,15 to 24 years,14.6
2019,"Manufacturing, packaging & processing",Both sexes,15 years and over,139.8
2019,"Manufacturing, packaging & processing",Both sexes,25 to 54 years,94.9
2019,"Manufacturing, packaging & processing",Both sexes,55 years and over,30.3
2019,"Manufacturing, packaging & processing",Females,15 to 24 years,3.5
2019,"Manufacturing, packaging & processing",Females,15 years and over,33.7
2019,"Manufacturing, packaging & processing",Females,25 to 54 years,23.7
2019,"Manufacturing, packaging & processing",Females,55 years and over,6.6
2019,"Manufacturing, packaging & processing",Males,15 to 24 years,11.1
2019,"Manufacturing, packaging & processing",Males,15 years and over,106.0
2019,"Manufacturing, packaging & processing",Males,25 to 54 years,71.2
2019,"Manufacturing, packaging & processing",Males,55 years and over,23.7
2019,Mining & petroleum development,Both sexes,15 to 24 years,9.5
2019,Mining & petroleum development,Both sexes,15 years and over,145.5
2019,Mining & petroleum development,Both sexes,25 to 54 years,112.0
2019,Mining & petroleum development,Both sexes,55 years and over,23.9
2019,Mining & petroleum development,Females,15 to 24 years,2.0
2019,Mining & petroleum development,Females,15 years and over,31.5
2019,Mining & petroleum development,Females,25 to 54 years,24.0
2019,Mining & petroleum development,Females,55 years and over,5.4
2019,Mining & petroleum development,Males,15 to 24 years,7.5
2019,Mining & petroleum development,Males,15 years and over,114.0
2019,Mining & petroleum development,Males,25 to 54 years,88.0
2019,Mining & petroleum development,Males,55 years and over,18.5
2019,"Provincial & municipal government, education & health",Both sexes,15 to 24 years,42.0
2019,"Provincial & municipal government, education & health",Both sexes,15 years and over,560.2
2019,"Provincial & municipal government, education & health",Both sexes,25 to 54 years,405.29999999999995
2019,"Provincial & municipal government, education & health",Both sexes,55 years and over,112.8
2019,"Provincial & municipal government, education & health",Females,15 to 24 years,31.7
2019,"Provincial & municipal government, education & health",Females,15 years and over,414.8
2019,"Provincial & municipal government, education & health",Females,25 to 54 years,301.7
2019,"Provincial & municipal government, education & health",Females,55 years and over,81.4
2019,"Provincial & municipal government, education & health",Males,15 to 24 years,10.3
2019,"Provincial & municipal government, education & health",Males,15 years and over,145.4
2019,"Provincial & municipal government, education & health",Males,25 to 54 years,103.69999999999999
2019,"Provincial & municipal government, education & health",Males,55 years and over,31.5
2019,"Transportation, communication & utilities",Both sexes,15 to 24 years,13.0
2019,"Transportation, communication & utilities",Both sexes,15 years and over,165.9
2019,"Transportation, communication & utilities",Both sexes,25 to 54 years,113.6
2019,"Transportation, communication & utilities",Both sexes,55 years and over,39.3
2019,"Transportation, communication & utilities",Females,15 to 24 years,0.0
2019,"Transportation, communication & utilities",Females,15 years and over,42.0
2019,"Transportation, communication & utilities",Females,25 to 54 years,32.0
2019,"Transportation, communication & utilities",Females,55 years and over,7.7
2019,"Transportation, communication & utilities",Males,15 to 24 years,10.1
2019,"Transportation, communication & utilities",Males,15 years and over,123.9
2019,"Transportation, communication & utilities",Males,25 to 54 years,81.6
2019,"Transportation, communication & utilities",Males,55 years and over,31.1
2019,Wholesale and retail,Both sexes,15 to 24 years,81.4
2019,Wholesale and retail,Both sexes,15 years and over,365.9
2019,Wholesale and retail,Both sexes,25 to 54 years,210.6
2019,Wholesale and retail,Both sexes,55 years and over,73.8
2019,Wholesale and retail,Females,15 to 24 years,43.2
2019,Wholesale and retail,Females,15 years and over,171.2
2019,Wholesale and retail,Females,25 to 54 years,92.6
2019,Wholesale and retail,Females,55 years and over,35.4
2019,Wholesale and retail,Males,15 to 24 years,38.3
2019,Wholesale and retail,Males,15 years and over,194.7
2019,Wholesale and retail,Males,25 to 54 years,118.0
2019,Wholesale and retail,Males,55 years and over,38.4
2020,Agriculture & forestry,Both sexes,15 to 24 years,8.0
